train_config,load,season,health,variable,num_nodes
0,1,0,3,6,25581
0,1,0,3,7,25581
0,1,0,4,0,25581
0,1,0,4,1,25581
0,1,0,4,2,25581
0,1,0,4,3,25581
0,1,0,4,4,25581
0,1,0,4,5,25581
0,1,0,4,6,25581
0,1,0,4,7,25581
0,1,0,5,0,25581
0,1,0,5,1,25581
0,1,0,5,2,25581
0,1,0,5,3,25581
0,1,0,5,4,25581
0,1,0,5,5,25581
0,1,0,5,6,25581
0,1,0,5,7,25581
0,1,0,6,0,25581
0,1,0,6,1,25581
0,1,0,6,2,25581
0,1,0,6,3,25581
0,1,0,6,4,25581
0,1,0,6,5,25581
0,1,0,6,6,25581
0,1,0,6,7,25581
0,1,1,0,0,25581
0,1,1,0,1,25581
0,1,1,0,2,25581
0,1,1,0,3,25581
0,1,1,0,4,25581
0,1,1,0,5,25581
0,1,1,0,6,25581
0,1,1,0,7,25581
0,1,1,1,0,25581
0,1,1,1,1,25581
0,1,1,1,2,25581
0,1,1,1,3,25581
0,1,1,1,4,25581
0,1,1,1,5,25581
0,1,1,1,6,25581
0,1,1,1,7,25581
0,1,1,2,0,25581
0,1,1,2,1,25581
0,1,1,2,2,25581
0,1,1,2,3,25581
0,1,1,2,4,25581
0,1,1,2,5,25581
0,1,1,2,6,25581
0,1,1,2,7,25581
0,1,1,3,0,25581
0,1,1,3,1,25581
0,1,1,3,2,25581
0,1,1,3,3,25581
0,1,1,3,4,25581
0,1,1,3,5,25581
0,1,1,3,6,25581
0,1,1,3,7,25581
0,1,1,4,0,25581
0,1,1,4,1,25581
0,1,1,4,2,25581
0,1,1,4,3,25581
0,1,1,4,4,25581
0,1,1,4,5,25581
0,1,1,4,6,25581
0,1,1,4,7,25581
0,1,1,5,0,25581
0,1,1,5,1,25581
0,1,1,5,2,25581
0,1,1,5,3,25581
0,1,1,5,4,25581
0,1,1,5,5,25581
0,1,1,5,6,25581
0,1,1,5,7,25581
0,1,1,6,0,25581
0,1,1,6,1,25581
0,1,1,6,2,25581
0,1,1,6,3,25581
0,1,1,6,4,25581
0,1,1,6,5,25581
0,1,1,6,6,25581
0,1,1,6,7,25581
1,0,0,0,0,25581
1,0,0,0,1,25581
1,0,0,0,2,25581
1,0,0,0,3,25581
1,0,0,0,4,25581
1,0,0,0,5,25581
1,0,0,0,6,25581
1,0,0,0,7,25581
1,0,0,1,0,25581
1,0,0,1,1,25581
1,0,0,1,2,25581
1,0,0,1,3,25581
1,0,0,1,4,25581
1,0,0,1,5,25581
1,0,0,1,6,25581
1,0,0,1,7,25581
1,0,0,2,0,25581
1,0,0,2,1,25581
1,0,0,2,2,25581
1,0,0,2,3,25581
1,0,0,2,4,25581
1,0,0,2,5,25581
1,0,0,2,6,25581
1,0,0,2,7,25581
1,0,0,3,0,25581
1,0,0,3,1,25581
1,0,0,3,2,25581
1,0,0,3,3,25581
1,0,0,3,4,25581
1,0,0,3,5,25581
1,0,0,3,6,25581
1,0,0,3,7,25581
1,0,0,4,0,25581
1,0,0,4,1,25581
1,0,0,4,2,25581
1,0,0,4,3,25581
1,0,0,4,4,25581
1,0,0,4,5,25581
1,0,0,4,6,25581
1,0,0,4,7,25581
1,0,0,5,0,25581
1,0,0,5,1,25581
1,0,0,5,2,25581
1,0,0,5,3,25581
1,0,0,5,4,25581
1,0,0,5,5,25581
1,0,0,5,6,25581
1,0,0,5,7,25581
1,0,0,6,0,25581
1,0,0,6,1,25581
1,0,0,6,2,25581
1,0,0,6,3,25581
1,0,0,6,4,25581
1,0,0,6,5,25581
1,0,0,6,6,25581
1,0,0,6,7,25581
1,0,1,0,0,25581
1,0,1,0,1,25581
1,0,1,0,2,25581
1,0,1,0,3,25581
1,0,1,0,4,25581
1,0,1,0,5,25581
1,0,1,0,6,25581
1,0,1,0,7,25581
1,0,1,1,0,25581
1,0,1,1,1,25581
1,0,1,1,2,25581
1,0,1,1,3,25581
1,0,1,1,4,25581
1,0,1,1,5,25581
1,0,1,1,6,25581
1,0,1,1,7,25581
1,0,1,2,0,25581
1,0,1,2,1,25581
1,0,1,2,2,25581
1,0,1,2,3,25581
1,0,1,2,4,25581
1,0,1,2,5,25581
1,0,1,2,6,25581
1,0,1,2,7,25581
1,0,1,3,0,25581
1,0,1,3,1,25581
1,0,1,3,2,25581
1,0,1,3,3,25581
1,0,1,3,4,25581
1,0,1,3,5,25581
1,0,1,3,6,25581
1,0,1,3,7,25581
1,0,1,4,0,25581
1,0,1,4,1,25581
1,0,1,4,2,25581
1,0,1,4,3,25581
1,0,1,4,4,25581
1,0,1,4,5,25581
1,0,1,4,6,25581
1,0,1,4,7,25581
1,0,1,5,0,25581
1,0,1,5,1,25581
1,0,1,5,2,25581
1,0,1,5,3,25581
1,0,1,5,4,25581
1,0,1,5,5,25581
1,0,1,5,6,25581
1,0,1,5,7,25581
1,0,1,6,0,25581
1,0,1,6,1,25581
1,0,1,6,2,25581
1,0,1,6,3,25581
1,0,1,6,4,25581
1,0,1,6,5,25581
1,0,1,6,6,25581
1,0,1,6,7,25581
1,1,0,0,0,25581
1,1,0,0,1,25581
1,1,0,0,2,25581
1,1,0,0,3,25581
1,1,0,0,4,25581
1,1,0,0,5,25581
1,1,0,0,6,25581
1,1,0,0,7,25581
1,1,0,1,0,25581
1,1,0,1,1,25581
1,1,0,1,2,25581
1,1,0,1,3,25581
1,1,0,1,4,25581
1,1,0,1,5,25581
1,1,0,1,6,25581
1,1,0,1,7,25581
1,1,0,2,0,25581
1,1,0,2,1,25581
1,1,0,2,2,25581
1,1,0,2,3,25581
1,1,0,2,4,25581
1,1,0,2,5,25581
1,1,0,2,6,25581
1,1,0,2,7,25581
1,1,0,3,0,25581
1,1,0,3,1,25581
1,1,0,3,2,25581
1,1,0,3,3,25581
1,1,0,3,4,25581
1,1,0,3,5,25581
1,1,0,3,6,25581
1,1,0,3,7,25581
1,1,0,4,0,25581
1,1,0,4,1,25581
1,1,0,4,2,25581
1,1,0,4,3,25581
1,1,0,4,4,25581
1,1,0,4,5,25581
1,1,0,4,6,25581
1,1,0,4,7,25581
1,1,0,5,0,25581
1,1,0,5,1,25581
1,1,0,5,2,25581
1,1,0,5,3,25581
1,1,0,5,4,25581
1,1,0,5,5,25581
1,1,0,5,6,25581
1,1,0,5,7,25581
1,1,0,6,0,25581
1,1,0,6,1,25581
1,1,0,6,2,25581
1,1,0,6,3,25581
1,1,0,6,4,25581
1,1,0,6,5,25581
1,1,0,6,6,25581
1,1,0,6,7,25581
1,1,1,0,0,25581
1,1,1,0,1,25581
1,1,1,0,2,25581
1,1,1,0,3,25581
1,1,1,0,4,25581
1,1,1,0,5,25581
1,1,1,0,6,25581
1,1,1,0,7,25581
1,1,1,1,0,25581
1,1,1,1,1,25581
1,1,1,1,2,25581
1,1,1,1,3,25581
1,1,1,1,4,25581
1,1,1,1,5,25581
1,1,1,1,6,25581
1,1,1,1,7,25581
1,1,1,2,0,25581
1,1,1,2,1,25581
1,1,1,2,2,25581
1,1,1,2,3,25581
1,1,1,2,4,25581
1,1,1,2,5,25581
1,1,1,2,6,25581
1,1,1,2,7,25581
1,1,1,3,0,25581
1,1,1,3,1,25581
1,1,1,3,2,25581
1,1,1,3,3,25581
1,1,1,3,4,25581
1,1,1,3,5,25581
1,1,1,3,6,25581
1,1,1,3,7,25581
1,1,1,4,0,25581
1,1,1,4,1,25581
1,1,1,4,2,25581
1,1,1,4,3,25581
1,1,1,4,4,25581
1,1,1,4,5,25581
1,1,1,4,6,25581
1,1,1,4,7,25581
1,1,1,5,0,25581
1,1,1,5,1,25581
1,1,1,5,2,25581
1,1,1,5,3,25581
1,1,1,5,4,25581
1,1,1,5,5,25581
1,1,1,5,6,25581
1,1,1,5,7,25581
1,1,1,6,0,25581
1,1,1,6,1,25581
1,1,1,6,2,25581
1,1,1,6,3,25581
1,1,1,6,4,25581
1,1,1,6,5,25581
1,1,1,6,6,25581
1,1,1,6,7,25581
2,0,0,0,0,25581
2,0,0,0,1,25581
2,0,0,0,2,25581
2,0,0,0,3,25581
2,0,0,0,4,25581
2,0,0,0,5,25581
2,0,0,0,6,25581
2,0,0,0,7,25581
2,0,0,1,0,25581
2,0,0,1,1,25581
2,0,0,1,2,25581
2,0,0,1,3,25581
2,0,0,1,4,25581
2,0,0,1,5,25581
2,0,0,1,6,25581
2,0,0,1,7,25581
2,0,0,2,0,25581
2,0,0,2,1,25581
2,0,0,2,2,25581
2,0,0,2,3,25581
2,0,0,2,4,25581
2,0,0,2,5,25581
2,0,0,2,6,25581
2,0,0,2,7,25581
2,0,0,3,0,25581
2,0,0,3,1,25581
2,0,0,3,2,25581
2,0,0,3,3,25581
2,0,0,3,4,25581
2,0,0,3,5,25581
2,0,0,3,6,25581
2,0,0,3,7,25581
2,0,0,4,0,25581
2,0,0,4,1,25581
2,0,0,4,2,25581
2,0,0,4,3,25581
2,0,0,4,4,25581
2,0,0,4,5,25581
2,0,0,4,6,25581
2,0,0,4,7,25581
2,0,0,5,0,25581
2,0,0,5,1,25581
2,0,0,5,2,25581
2,0,0,5,3,25581
2,0,0,5,4,25581
2,0,0,5,5,25581
2,0,0,5,6,25581
2,0,0,5,7,25581
2,0,0,6,0,25581
2,0,0,6,1,25581
2,0,0,6,2,25581
2,0,0,6,3,25581
2,0,0,6,4,25581
2,0,0,6,5,25581
2,0,0,6,6,25581
2,0,0,6,7,25581
2,0,1,0,0,25581
2,0,1,0,1,25581
2,0,1,0,2,25581
2,0,1,0,3,25581
2,0,1,0,4,25581
2,0,1,0,5,25581
2,0,1,0,6,25581
2,0,1,0,7,25581
2,0,1,1,0,25581
2,0,1,1,1,25581
2,0,1,1,2,25581
2,0,1,1,3,25581
2,0,1,1,4,25581
2,0,1,1,5,25581
2,0,1,1,6,25581
2,0,1,1,7,25581
2,0,1,2,0,25581
2,0,1,2,1,25581
2,0,1,2,2,25581
2,0,1,2,3,25581
2,0,1,2,4,25581
2,0,1,2,5,25581
2,0,1,2,6,25581
2,0,1,2,7,25581
2,0,1,3,0,25581
2,0,1,3,1,25581
2,0,1,3,2,25581
2,0,1,3,3,25581
2,0,1,3,4,25581
2,0,1,3,5,25581
2,0,1,3,6,25581
2,0,1,3,7,25581
2,0,1,4,0,25581
2,0,1,4,1,25581
2,0,1,4,2,25581
2,0,1,4,3,25581
2,0,1,4,4,25581
2,0,1,4,5,25581
2,0,1,4,6,25581
2,0,1,4,7,25581
2,0,1,5,0,25581
2,0,1,5,1,25581
2,0,1,5,2,25581
2,0,1,5,3,25581
2,0,1,5,4,25581
2,0,1,5,5,25581
2,0,1,5,6,25581
2,0,1,5,7,25581
2,0,1,6,0,25581
2,0,1,6,1,25581
2,0,1,6,2,25581
2,0,1,6,3,25581
2,0,1,6,4,25581
2,0,1,6,5,25581
2,0,1,6,6,25581
2,0,1,6,7,25581
2,1,0,0,0,25581
2,1,0,0,1,25581
2,1,0,0,2,25581
2,1,0,0,3,25581
2,1,0,0,4,25581
2,1,0,0,5,25581
2,1,0,0,6,25581
2,1,0,0,7,25581
2,1,0,1,0,25581
2,1,0,1,1,25581
2,1,0,1,2,25581
2,1,0,1,3,25581
2,1,0,1,4,25581
2,1,0,1,5,25581
2,1,0,1,6,25581
2,1,0,1,7,25581
2,1,0,2,0,25581
2,1,0,2,1,25581
2,1,0,2,2,25581
2,1,0,2,3,25581
2,1,0,2,4,25581
2,1,0,2,5,25581
2,1,0,2,6,25581
2,1,0,2,7,25581
2,1,0,3,0,25581
2,1,0,3,1,25581
2,1,0,3,2,25581
2,1,0,3,3,25581
2,1,0,3,4,25581
2,1,0,3,5,25581
2,1,0,3,6,25581
2,1,0,3,7,25581
2,1,0,4,0,25581
2,1,0,4,1,25581
2,1,0,4,2,25581
2,1,0,4,3,25581
2,1,0,4,4,25581
2,1,0,4,5,25581
2,1,0,4,6,25581
2,1,0,4,7,25581
2,1,0,5,0,25581
2,1,0,5,1,25581
2,1,0,5,2,25581
2,1,0,5,3,25581
2,1,0,5,4,25581
2,1,0,5,5,25581
2,1,0,5,6,25581
2,1,0,5,7,25581
2,1,0,6,0,25581
2,1,0,6,1,25581
2,1,0,6,2,25581
2,1,0,6,3,25581
2,1,0,6,4,25581
2,1,0,6,5,25581
2,1,0,6,6,25581
2,1,0,6,7,25581
2,1,1,0,0,25581
2,1,1,0,1,25581
2,1,1,0,2,25581
2,1,1,0,3,25581
2,1,1,0,4,25581
2,1,1,0,5,25581
2,1,1,0,6,25581
2,1,1,0,7,25581
2,1,1,1,0,25581
2,1,1,1,1,25581
2,1,1,1,2,25581
2,1,1,1,3,25581
2,1,1,1,4,25581
2,1,1,1,5,25581
2,1,1,1,6,25581
2,1,1,1,7,25581
2,1,1,2,0,25581
2,1,1,2,1,25581
2,1,1,2,2,25581
2,1,1,2,3,25581
2,1,1,2,4,25581
2,1,1,2,5,25581
2,1,1,2,6,25581
2,1,1,2,7,25581
2,1,1,3,0,25581
2,1,1,3,1,25581
2,1,1,3,2,25581
2,1,1,3,3,25581
2,1,1,3,4,25581
2,1,1,3,5,25581
2,1,1,3,6,25581
2,1,1,3,7,25581
2,1,1,4,0,25581
2,1,1,4,1,25581
2,1,1,4,2,25581
2,1,1,4,3,25581
2,1,1,4,4,25581
2,1,1,4,5,25581
2,1,1,4,6,25581
2,1,1,4,7,25581
2,1,1,5,0,25581
2,1,1,5,1,25581
2,1,1,5,2,25581
2,1,1,5,3,25581
2,1,1,5,4,25581
2,1,1,5,5,25581
2,1,1,5,6,25581
2,1,1,5,7,25581
2,1,1,6,0,25581
2,1,1,6,1,25581
2,1,1,6,2,25581
2,1,1,6,3,25581
2,1,1,6,4,25581
2,1,1,6,5,25581
2,1,1,6,6,25581
2,1,1,6,7,25581
3,0,0,0,0,25581
3,0,0,0,1,25581
3,0,0,0,2,25581
3,0,0,0,3,25581
3,0,0,0,4,25581
3,0,0,0,5,25581
3,0,0,0,6,25581
3,0,0,0,7,25581
3,0,0,1,0,25581
3,0,0,1,1,25581
3,0,0,1,2,25581
3,0,0,1,3,25581
3,0,0,1,4,25581
3,0,0,1,5,25581
3,0,0,1,6,25581
3,0,0,1,7,25581
3,0,0,2,0,25581
3,0,0,2,1,25581
3,0,0,2,2,25581
3,0,0,2,3,25581
3,0,0,2,4,25581
3,0,0,2,5,25581
3,0,0,2,6,25581
3,0,0,2,7,25581
3,0,0,3,0,25581
3,0,0,3,1,25581
3,0,0,3,2,25581
3,0,0,3,3,25581
3,0,0,3,4,25581
3,0,0,3,5,25581
3,0,0,3,6,25581
3,0,0,3,7,25581
3,0,0,4,0,25581
3,0,0,4,1,25581
3,0,0,4,2,25581
3,0,0,4,3,25581
3,0,0,4,4,25581
3,0,0,4,5,25581
3,0,0,4,6,25581
3,0,0,4,7,25581
3,0,0,5,0,25581
3,0,0,5,1,25581
3,0,0,5,2,25581
3,0,0,5,3,25581
3,0,0,5,4,25581
3,0,0,5,5,25581
3,0,0,5,6,25581
3,0,0,5,7,25581
3,0,0,6,0,25581
3,0,0,6,1,25581
3,0,0,6,2,25581
3,0,0,6,3,25581
3,0,0,6,4,25581
3,0,0,6,5,25581
3,0,0,6,6,25581
3,0,0,6,7,25581
3,0,1,0,0,25581
3,0,1,0,1,25581
3,0,1,0,2,25581
3,0,1,0,3,25581
3,0,1,0,4,25581
3,0,1,0,5,25581
3,0,1,0,6,25581
3,0,1,0,7,25581
3,0,1,1,0,25581
3,0,1,1,1,25581
3,0,1,1,2,25581
3,0,1,1,3,25581
3,0,1,1,4,25581
3,0,1,1,5,25581
3,0,1,1,6,25581
3,0,1,1,7,25581
3,0,1,2,0,25581
3,0,1,2,1,25581
3,0,1,2,2,25581
3,0,1,2,3,25581
3,0,1,2,4,25581
3,0,1,2,5,25581
3,0,1,2,6,25581
3,0,1,2,7,25581
3,0,1,3,0,25581
3,0,1,3,1,25581
3,0,1,3,2,25581
3,0,1,3,3,25581
3,0,1,3,4,25581
3,0,1,3,5,25581
3,0,1,3,6,25581
3,0,1,3,7,25581
3,0,1,4,0,25581
3,0,1,4,1,25581
3,0,1,4,2,25581
3,0,1,4,3,25581
3,0,1,4,4,25581
3,0,1,4,5,25581
3,0,1,4,6,25581
3,0,1,4,7,25581
3,0,1,5,0,25581
3,0,1,5,1,25581
3,0,1,5,2,25581
3,0,1,5,3,25581
3,0,1,5,4,25581
3,0,1,5,5,25581
3,0,1,5,6,25581
3,0,1,5,7,25581
3,0,1,6,0,25581
3,0,1,6,1,25581
3,0,1,6,2,25581
3,0,1,6,3,25581
3,0,1,6,4,25581
3,0,1,6,5,25581
3,0,1,6,6,25581
3,0,1,6,7,25581
3,1,0,0,0,25581
3,1,0,0,1,25581
3,1,0,0,2,25581
3,1,0,0,3,25581
3,1,0,0,4,25581
3,1,0,0,5,25581
3,1,0,0,6,25581
3,1,0,0,7,25581
3,1,0,1,0,25581
3,1,0,1,1,25581
3,1,0,1,2,25581
3,1,0,1,3,25581
3,1,0,1,4,25581
3,1,0,1,5,25581
3,1,0,1,6,25581
3,1,0,1,7,25581
3,1,0,2,0,25581
3,1,0,2,1,25581
3,1,0,2,2,25581
3,1,0,2,3,25581
3,1,0,2,4,25581
3,1,0,2,5,25581
3,1,0,2,6,25581
3,1,0,2,7,25581
3,1,0,3,0,25581
3,1,0,3,1,25581
3,1,0,3,2,25581
3,1,0,3,3,25581
3,1,0,3,4,25581
3,1,0,3,5,25581
3,1,0,3,6,25581
3,1,0,3,7,25581
3,1,0,4,0,25581
3,1,0,4,1,25581
3,1,0,4,2,25581
3,1,0,4,3,25581
3,1,0,4,4,25581
3,1,0,4,5,25581
3,1,0,4,6,25581
3,1,0,4,7,25581
3,1,0,5,0,25581
3,1,0,5,1,25581
3,1,0,5,2,25581
3,1,0,5,3,25581
3,1,0,5,4,25581
3,1,0,5,5,25581
3,1,0,5,6,25581
3,1,0,5,7,25581
3,1,0,6,0,25581
3,1,0,6,1,25581
3,1,0,6,2,25581
3,1,0,6,3,25581
3,1,0,6,4,25581
3,1,0,6,5,25581
3,1,0,6,6,25581
3,1,0,6,7,25581
3,1,1,0,0,25581
3,1,1,0,1,25581
3,1,1,0,2,25581
3,1,1,0,3,25581
3,1,1,0,4,25581
3,1,1,0,5,25581
3,1,1,0,6,25581
3,1,1,0,7,25581
3,1,1,1,0,25581
3,1,1,1,1,25581
3,1,1,1,2,25581
3,1,1,1,3,25581
3,1,1,1,4,25581
3,1,1,1,5,25581
3,1,1,1,6,25581
3,1,1,1,7,25581
3,1,1,2,0,25581
3,1,1,2,1,25581
3,1,1,2,2,25581
3,1,1,2,3,25581
3,1,1,2,4,25581
3,1,1,2,5,25581
3,1,1,2,6,25581
3,1,1,2,7,25581
3,1,1,3,0,25581
3,1,1,3,1,25581
3,1,1,3,2,25581
3,1,1,3,3,25581
3,1,1,3,4,25581
3,1,1,3,5,25581
3,1,1,3,6,25581
3,1,1,3,7,25581
3,1,1,4,0,25581
3,1,1,4,1,25581
3,1,1,4,2,25581
3,1,1,4,3,25581
3,1,1,4,4,25581
3,1,1,4,5,25581
3,1,1,4,6,25581
3,1,1,4,7,25581
3,1,1,5,0,25581
3,1,1,5,1,25581
3,1,1,5,2,25581
3,1,1,5,3,25581
3,1,1,5,4,25581
3,1,1,5,5,25581
3,1,1,5,6,25581
3,1,1,5,7,25581
3,1,1,6,0,25041
3,1,1,6,1,25041
3,1,1,6,2,25041
3,1,1,6,3,25041
3,1,1,6,4,24366
3,1,1,6,5,24366
3,1,1,6,6,24366
3,1,1,6,7,24366
